Location,Period,Indicator,Tooltip,IndicatorCode,FactValueForMeasure,FactValueString,FactValueUoM,FactComments,LanguageName,'Facts'[LANGUAGE_CODE],LanguageOrder,SpaceTime,TimeDimValueCode,DataSourceDimValueCode,SpatialDimValueCode,Dim1ValueCode,Dim2ValueCode,Dim3ValueCode,SlicingDimCode,SlicingDimValueCode,IsLatestYear,LatestYearLabel,FactValueNumericPrefix
Paraguay,2014,Hospital beds (per 10 000 population),8.28,WHS6_102,8.28,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PRY,2014,,PRY,,,,,,FALSE,2014,
Paraguay,2015,Hospital beds (per 10 000 population),7.84,WHS6_102,7.84,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PRY,2015,,PRY,,,,,,FALSE,2015,
Paraguay,2016,Hospital beds (per 10 000 population),8.28,WHS6_102,8.28,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PRY,2016,,PRY,,,,,,TRUE,Latest,
Panama,2010,Hospital beds (per 10 000 population),22.99,WHS6_102,22.99,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PAN,2010,,PAN,,,,,,FALSE,2010,
Panama,2011,Hospital beds (per 10 000 population),22.74,WHS6_102,22.74,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PAN,2011,,PAN,,,,,,FALSE,2011,
Panama,2012,Hospital beds (per 10 000 population),23.26,WHS6_102,23.26,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PAN,2012,,PAN,,,,,,FALSE,2012,
Panama,2013,Hospital beds (per 10 000 population),22.99,WHS6_102,22.99,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PAN,2013,,PAN,,,,,,FALSE,2013,
Panama,2014,Hospital beds (per 10 000 population),22.41,WHS6_102,22.41,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PAN,2014,,PAN,,,,,,FALSE,2014,
Panama,2015,Hospital beds (per 10 000 population),22.85,WHS6_102,22.85,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PAN,2015,,PAN,,,,,,FALSE,2015,
Panama,2016,Hospital beds (per 10 000 population),22.54,WHS6_102,22.54,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,PAN,2016,,PAN,,,,,,TRUE,Latest,
Pakistan,2000,Hospital beds (per 10 000 population),6.7,WHS6_102,6.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2000,,PAK,,,,,,FALSE,2000,
Pakistan,2001,Hospital beds (per 10 000 population),6.6,WHS6_102,6.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2001,,PAK,,,,,,FALSE,2001,
Pakistan,2002,Hospital beds (per 10 000 population),6.9,WHS6_102,6.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2002,,PAK,,,,,,FALSE,2002,
Pakistan,2003,Hospital beds (per 10 000 population),6.8,WHS6_102,6.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2003,,PAK,,,,,,FALSE,2003,
Pakistan,2004,Hospital beds (per 10 000 population),6.8,WHS6_102,6.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2004,,PAK,,,,,,FALSE,2004,
Pakistan,2005,Hospital beds (per 10 000 population),7,WHS6_102,7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2005,,PAK,,,,,,FALSE,2005,
Pakistan,2006,Hospital beds (per 10 000 population),12.5,WHS6_102,12.5,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2006,,PAK,,,,,,FALSE,2006,
Pakistan,2007,Hospital beds (per 10 000 population),10,WHS6_102,10,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2007,,PAK,,,,,,FALSE,2007,
Pakistan,2008,Hospital beds (per 10 000 population),6,WHS6_102,6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2008,,PAK,,,,,,FALSE,2008,
Pakistan,2009,Hospital beds (per 10 000 population),6,WHS6_102,6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2009,,PAK,,,,,,FALSE,2009,
Pakistan,2010,Hospital beds (per 10 000 population),6,WHS6_102,6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2010,,PAK,,,,,,FALSE,2010,
Pakistan,2011,Hospital beds (per 10 000 population),6,WHS6_102,6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2011,,PAK,,,,,,FALSE,2011,
Pakistan,2012,Hospital beds (per 10 000 population),6,WHS6_102,6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2012,,PAK,,,,,,FALSE,2012,
Pakistan,2013,Hospital beds (per 10 000 population),6,WHS6_102,6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2013,,PAK,,,,,,FALSE,2013,
Pakistan,2014,Hospital beds (per 10 000 population),6,WHS6_102,6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2014,,PAK,,,,,,FALSE,2014,
Pakistan,2015,Hospital beds (per 10 000 population),6,WHS6_102,6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2015,,PAK,,,,,,FALSE,2015,
Pakistan,2016,Hospital beds (per 10 000 population),6.3,WHS6_102,6.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2016,,PAK,,,,,,FALSE,2016,
Pakistan,2017,Hospital beds (per 10 000 population),6.3,WHS6_102,6.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,PAK,2017,,PAK,,,,,,TRUE,Latest,
Oman,2000,Hospital beds (per 10 000 population),21.8,WHS6_102,21.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2000,,OMN,,,,,,FALSE,2000,
Oman,2001,Hospital beds (per 10 000 population),21,WHS6_102,21,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2001,,OMN,,,,,,FALSE,2001,
Oman,2002,Hospital beds (per 10 000 population),20.4,WHS6_102,20.4,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2002,,OMN,,,,,,FALSE,2002,
Oman,2003,Hospital beds (per 10 000 population),20.4,WHS6_102,20.4,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2003,,OMN,,,,,,FALSE,2003,
Oman,2004,Hospital beds (per 10 000 population),22,WHS6_102,22,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2004,,OMN,,,,,,FALSE,2004,
Oman,2005,Hospital beds (per 10 000 population),21,WHS6_102,21,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2005,,OMN,,,,,,FALSE,2005,
Oman,2006,Hospital beds (per 10 000 population),21,WHS6_102,21,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2006,,OMN,,,,,,FALSE,2006,
Oman,2007,Hospital beds (per 10 000 population),20.2,WHS6_102,20.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2007,,OMN,,,,,,FALSE,2007,
Oman,2008,Hospital beds (per 10 000 population),20.2,WHS6_102,20.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2008,,OMN,,,,,,FALSE,2008,
Oman,2009,Hospital beds (per 10 000 population),19,WHS6_102,19,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2009,,OMN,,,,,,FALSE,2009,
Oman,2010,Hospital beds (per 10 000 population),17.7,WHS6_102,17.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2010,,OMN,,,,,,FALSE,2010,
Oman,2011,Hospital beds (per 10 000 population),17.7,WHS6_102,17.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2011,,OMN,,,,,,FALSE,2011,
Oman,2012,Hospital beds (per 10 000 population),16.5,WHS6_102,16.5,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2012,,OMN,,,,,,FALSE,2012,
Oman,2013,Hospital beds (per 10 000 population),17.1,WHS6_102,17.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2013,,OMN,,,,,,FALSE,2013,
Oman,2014,Hospital beds (per 10 000 population),15.8,WHS6_102,15.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2014,,OMN,,,,,,FALSE,2014,
Oman,2015,Hospital beds (per 10 000 population),15.6,WHS6_102,15.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2015,,OMN,,,,,,FALSE,2015,
Oman,2016,Hospital beds (per 10 000 population),14.9,WHS6_102,14.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2016,,OMN,,,,,,FALSE,2016,
Oman,2017,Hospital beds (per 10 000 population),14.7,WHS6_102,14.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,OMN,2017,,OMN,,,,,,TRUE,Latest,
Norway,2000,Hospital beds (per 10 000 population),38,WHS6_102,38,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2000,,NOR,,,,,,FALSE,2000,
Norway,2001,Hospital beds (per 10 000 population),38.2,WHS6_102,38.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2001,,NOR,,,,,,FALSE,2001,
Norway,2002,Hospital beds (per 10 000 population),49.9,WHS6_102,49.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2002,,NOR,,,,,,FALSE,2002,
Norway,2003,Hospital beds (per 10 000 population),49.9,WHS6_102,49.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2003,,NOR,,,,,,FALSE,2003,
Norway,2004,Hospital beds (per 10 000 population),52.5,WHS6_102,52.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2004,,NOR,,,,,,FALSE,2004,
Norway,2005,Hospital beds (per 10 000 population),51.6,WHS6_102,51.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2005,,NOR,,,,,,FALSE,2005,
Norway,2006,Hospital beds (per 10 000 population),50.3,WHS6_102,50.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2006,,NOR,,,,,,FALSE,2006,
Norway,2007,Hospital beds (per 10 000 population),48.6,WHS6_102,48.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2007,,NOR,,,,,,FALSE,2007,
Norway,2008,Hospital beds (per 10 000 population),46.4,WHS6_102,46.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2008,,NOR,,,,,,FALSE,2008,
Norway,2009,Hospital beds (per 10 000 population),45.2,WHS6_102,45.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2009,,NOR,,,,,,FALSE,2009,
Norway,2010,Hospital beds (per 10 000 population),43,WHS6_102,43,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2010,,NOR,,,,,,FALSE,2010,
Norway,2011,Hospital beds (per 10 000 population),41.9,WHS6_102,41.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2011,,NOR,,,,,,FALSE,2011,
Norway,2012,Hospital beds (per 10 000 population),39.7,WHS6_102,39.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2012,,NOR,,,,,,FALSE,2012,
Norway,2013,Hospital beds (per 10 000 population),38.6,WHS6_102,38.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2013,,NOR,,,,,,FALSE,2013,
Norway,2014,Hospital beds (per 10 000 population),38.4,WHS6_102,38.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2014,,NOR,,,,,,FALSE,2014,
Norway,2015,Hospital beds (per 10 000 population),37.6,WHS6_102,37.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2015,,NOR,,,,,,FALSE,2015,
Norway,2016,Hospital beds (per 10 000 population),36.8,WHS6_102,36.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2016,,NOR,,,,,,FALSE,2016,
Norway,2017,Hospital beds (per 10 000 population),36,WHS6_102,36,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2017,,NOR,,,,,,FALSE,2017,
Norway,2018,Hospital beds (per 10 000 population),35.3,WHS6_102,35.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NOR,2018,,NOR,,,,,,TRUE,Latest,
Nigeria,2004,Hospital beds (per 10 000 population),5,WHS6_102,5,,,WHO AFRO regional observatory,English,en,1,NGA,2004,,NGA,,,,,,TRUE,Latest,
Niger,2005,Hospital beds (per 10 000 population),3,WHS6_102,3,,,WHO AFRO regional observatory,English,en,1,NER,2005,,NER,,,,,,FALSE,2005,
Niger,2010,Hospital beds (per 10 000 population),3.5,WHS6_102,3.5,,,Annuaire des statistiques 2010 (Niger),English,en,1,NER,2010,,NER,,,,,,FALSE,2010,
Niger,2015,Hospital beds (per 10 000 population),3.1,WHS6_102,3.1,,,Annuaire des statistiques 2015 (Niger),English,en,1,NER,2015,,NER,,,,,,FALSE,2015,
Niger,2017,Hospital beds (per 10 000 population),3.9,WHS6_102,3.9,,,Annuaire des statistiques 2017 (Niger),English,en,1,NER,2017,,NER,,,,,,TRUE,Latest,
Nicaragua,2011,Hospital beds (per 10 000 population),11.36,WHS6_102,11.36,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,NIC,2011,,NIC,,,,,,FALSE,2011,
Nicaragua,2012,Hospital beds (per 10 000 population),9.59,WHS6_102,9.59,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,NIC,2012,,NIC,,,,,,FALSE,2012,
Nicaragua,2013,Hospital beds (per 10 000 population),9.51,WHS6_102,9.51,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,NIC,2013,,NIC,,,,,,FALSE,2013,
Nicaragua,2014,Hospital beds (per 10 000 population),9.29,WHS6_102,9.29,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,NIC,2014,,NIC,,,,,,FALSE,2014,
Nicaragua,2015,Hospital beds (per 10 000 population),9.31,WHS6_102,9.31,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,NIC,2015,,NIC,,,,,,FALSE,2015,
Nicaragua,2016,Hospital beds (per 10 000 population),9.26,WHS6_102,9.26,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,NIC,2016,,NIC,,,,,,FALSE,2016,
Nicaragua,2017,Hospital beds (per 10 000 population),9.3,WHS6_102,9.3,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,NIC,2017,,NIC,,,,,,TRUE,Latest,
New Zealand,2009,Hospital beds (per 10 000 population),24.1,WHS6_102,24.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2009,,NZL,,,,,,FALSE,2009,
New Zealand,2010,Hospital beds (per 10 000 population),27.5,WHS6_102,27.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2010,,NZL,,,,,,FALSE,2010,
New Zealand,2011,Hospital beds (per 10 000 population),28.2,WHS6_102,28.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2011,,NZL,,,,,,FALSE,2011,
New Zealand,2012,Hospital beds (per 10 000 population),28.3,WHS6_102,28.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2012,,NZL,,,,,,FALSE,2012,
New Zealand,2013,Hospital beds (per 10 000 population),27.8,WHS6_102,27.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2013,,NZL,,,,,,FALSE,2013,
New Zealand,2014,Hospital beds (per 10 000 population),27.6,WHS6_102,27.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2014,,NZL,,,,,,FALSE,2014,
New Zealand,2015,Hospital beds (per 10 000 population),27.2,WHS6_102,27.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2015,,NZL,,,,,,FALSE,2015,
New Zealand,2016,Hospital beds (per 10 000 population),27.4,WHS6_102,27.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2016,,NZL,,,,,,FALSE,2016,
New Zealand,2017,Hospital beds (per 10 000 population),27.3,WHS6_102,27.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2017,,NZL,,,,,,FALSE,2017,
New Zealand,2018,Hospital beds (per 10 000 population),26.2,WHS6_102,26.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2018,,NZL,,,,,,FALSE,2018,
New Zealand,2019,Hospital beds (per 10 000 population),25.7,WHS6_102,25.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NZL,2019,,NZL,,,,,,TRUE,Latest,
Netherlands,2000,Hospital beds (per 10 000 population),49.2,WHS6_102,49.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2000,,NLD,,,,,,FALSE,2000,
Netherlands,2001,Hospital beds (per 10 000 population),47.5,WHS6_102,47.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2001,,NLD,,,,,,FALSE,2001,
Netherlands,2002,Hospital beds (per 10 000 population),46.9,WHS6_102,46.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2002,,NLD,,,,,,FALSE,2002,
Netherlands,2003,Hospital beds (per 10 000 population),45.8,WHS6_102,45.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2003,,NLD,,,,,,FALSE,2003,
Netherlands,2004,Hospital beds (per 10 000 population),45.6,WHS6_102,45.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2004,,NLD,,,,,,FALSE,2004,
Netherlands,2005,Hospital beds (per 10 000 population),45,WHS6_102,45,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2005,,NLD,,,,,,FALSE,2005,
Netherlands,2006,Hospital beds (per 10 000 population),43.4,WHS6_102,43.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2006,,NLD,,,,,,FALSE,2006,
Netherlands,2007,Hospital beds (per 10 000 population),43.1,WHS6_102,43.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2007,,NLD,,,,,,FALSE,2007,
Netherlands,2008,Hospital beds (per 10 000 population),42.7,WHS6_102,42.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2008,,NLD,,,,,,FALSE,2008,
Netherlands,2009,Hospital beds (per 10 000 population),42,WHS6_102,42,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2009,,NLD,,,,,,FALSE,2009,
Netherlands,2010,Hospital beds (per 10 000 population),40.5,WHS6_102,40.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2010,,NLD,,,,,,FALSE,2010,
Netherlands,2011,Hospital beds (per 10 000 population),38.4,WHS6_102,38.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2011,,NLD,,,,,,FALSE,2011,
Netherlands,2012,Hospital beds (per 10 000 population),37.5,WHS6_102,37.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2012,,NLD,,,,,,FALSE,2012,
Netherlands,2013,Hospital beds (per 10 000 population),36.1,WHS6_102,36.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2013,,NLD,,,,,,FALSE,2013,
Netherlands,2015,Hospital beds (per 10 000 population),34.9,WHS6_102,34.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2015,,NLD,,,,,,FALSE,2015,
Netherlands,2016,Hospital beds (per 10 000 population),34.1,WHS6_102,34.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2016,,NLD,,,,,,FALSE,2016,
Netherlands,2017,Hospital beds (per 10 000 population),32.8,WHS6_102,32.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2017,,NLD,,,,,,FALSE,2017,
Netherlands,2018,Hospital beds (per 10 000 population),31.7,WHS6_102,31.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,NLD,2018,,NLD,,,,,,TRUE,Latest,
Nepal,2012,Hospital beds (per 10 000 population),3,WHS6_102,3,,,WHO SEARO Health System Profiles,English,en,1,NPL,2012,,NPL,,,,,,TRUE,Latest,
Namibia,2009,Hospital beds (per 10 000 population),27,WHS6_102,27,,,WHO AFRO regional observatory,English,en,1,NAM,2009,,NAM,,,,,,TRUE,Latest,
Myanmar,2012,Hospital beds (per 10 000 population),9,WHS6_102,9,,,WHO SEARO Health System Profiles,English,en,1,MMR,2012,,MMR,,,,,,FALSE,2012,
Myanmar,2016,Hospital beds (per 10 000 population),10.4,WHS6_102,10.4,,,Official report to WHO,English,en,1,MMR,2016,,MMR,,,,,,FALSE,2016,
Myanmar,2017,Hospital beds (per 10 000 population),10.44,WHS6_102,10.44,,,Official report to WHO,English,en,1,MMR,2017,,MMR,,,,,,TRUE,Latest,
Mozambique,2007,Hospital beds (per 10 000 population),8,WHS6_102,8,,,WHO AFRO regional observatory,English,en,1,MOZ,2007,,MOZ,,,,,,FALSE,2007,
Mozambique,2011,Hospital beds (per 10 000 population),7,WHS6_102,7,,,WHO AFRO regional observatory,English,en,1,MOZ,2011,,MOZ,,,,,,TRUE,Latest,
Morocco,2000,Hospital beds (per 10 000 population),11,WHS6_102,11,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,MAR,2000,,MAR,,,,,,FALSE,2000,
Morocco,2001,Hospital beds (per 10 000 population),8.7,WHS6_102,8.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,MAR,2001,,MAR,,,,,,FALSE,2001,
Morocco,2002,Hospital beds (per 10 000 population),10.9,WHS6_102,10.9,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,MAR,2002,,MAR,,,,,,FALSE,2002,
Morocco,2003,Hospital beds (per 10 000 population),7.8,WHS6_102,7.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,MAR,2003,,MAR,,,,,,FALSE,2003,
